"depthclass","hind","simulation","varname","year","month","date","unit","value_dc_610","value_dc_620","value_dc_630","value_610","value_620","value_630","value_dc_610_to_630"
"Surface","yes","ssp245","temp",2088,7,2088-07-16,"Celsius",13.9929923188829,14.5180080493076,16.5971035374046,13.5121275910843,13.5844315323446,14.6322450464818,15.3188981203265
"Surface","yes","ssp245","temp",2088,8,2088-08-16,"Celsius",15.6504713149241,17.1590514921967,18.431418518425,14.0830747899499,14.9888091534406,16.2527835911561,17.3380967897524
"Surface","yes","ssp245","temp",2088,9,2088-09-15,"Celsius",13.5424591170505,14.3818305825499,15.7176605672832,12.2160184346438,13.3326968698488,14.5799304599979,14.7648635939247
"Surface","yes","ssp245","temp",2088,10,2088-10-16,"Celsius",12.0893363087101,11.2958819283766,12.7321705840227,10.2312178730171,10.5947699842297,11.8126977367932,12.1520828764127
"Surface","yes","ssp245","temp",2088,11,2088-11-15,"Celsius",9.98630550690324,9.9760000192989,10.4176108492066,8.33129392222748,8.60763418390897,9.06834061828379,10.1780322640912
"Surface","yes","ssp245","temp",2088,12,2088-12-16,"Celsius",8.52508682801722,9.34578087946114,9.67243308138428,6.7471685486493,7.34676908550604,6.80675798094919,9.27819007618572
"Surface","yes","ssp245","temp",2089,1,2089-01-16,"Celsius",7.43359387347424,7.70773681076566,7.75279229683475,6.28935193753589,6.78519659006908,5.81421079697627,7.65624441044218
"Surface","yes","ssp245","temp",2089,2,2089-02-14,"Celsius",7.20213564526204,8.14693206703759,7.05030879492474,5.94659342094897,6.47763535779894,5.36389752459065,7.40439381070905
"Surface","yes","ssp245","temp",2089,3,2089-03-16,"Celsius",6.94460568121278,7.68827282321604,6.78303166041217,6.00603802979681,6.46174441282774,5.58561872420883,7.08481836405627
"Surface","yes","ssp245","temp",2089,4,2089-04-15,"Celsius",6.63566928360995,7.11841493940191,7.19039668092765,6.68339385209319,7.02196258684982,6.73017126335837,7.02441952045461
"Surface","yes","ssp245","temp",2089,5,2089-05-16,"Celsius",8.71272290631155,9.69424892982264,10.7555721045904,8.47799141325422,9.13905683034225,9.36186241909548,9.91612994651057
"Surface","yes","ssp245","temp",2089,6,2089-06-15,"Celsius",11.2698663182836,13.1364959538165,13.8523117677858,12.0488051074773,12.7854892570577,12.8504426103109,12.9705139716034
"Surface","yes","ssp245","temp",2089,7,2089-07-16,"Celsius",14.1385487572205,15.0826462733795,17.4220253204044,13.6616811620218,14.1823519460993,15.3523767811523,15.8912164791173
"Surface","yes","ssp245","temp",2089,8,2089-08-16,"Celsius",15.4418574482182,16.7166240778283,18.7337104781669,13.8753674392184,14.597970964016,16.5013391247062,17.293079486327
"Surface","yes","ssp245","temp",2089,9,2089-09-15,"Celsius",14.5362503155788,14.1115350473618,15.3728930273447,13.2900199838156,13.0093013428108,14.2041670176133,14.792161822111
"Surface","yes","ssp245","temp",2089,10,2089-10-16,"Celsius",12.6053687321367,11.6762876966226,13.0234254915947,10.7182941530625,11.1305214788034,12.1656063309386,12.5277842776128
"Surface","yes","ssp245","temp",2089,11,2089-11-15,"Celsius",10.399756980747,10.6398354967204,10.9521048078246,8.72639697416275,9.26315672852255,9.63283098979972,10.7178820795278
"Surface","yes","ssp245","temp",2089,12,2089-12-16,"Celsius",9.3309345291732,10.1166876370457,10.0688267886618,7.41287887303757,7.87671259734316,7.07290472616744,9.88920604856383
"Surface","yes","ssp245","temp",2090,1,2090-01-16,"Celsius",7.6676214443442,7.94457648040218,7.93535237949257,6.4918256252968,6.99482700367765,5.96277337913967,7.86784682523546
"Surface","yes","ssp245","temp",2090,2,2090-02-14,"Celsius",7.43260624366533,8.44832287648641,7.54246491517586,6.12472821896223,6.68648797112576,5.7793069942338,7.77330920482961
"Surface","yes","ssp245","temp",2090,3,2090-03-16,"Celsius",6.94153098493386,7.65896316827866,6.88771604212381,6.00348240098329,6.43889188118136,5.68894459349246,7.12286418863886
"Surface","yes","ssp245","temp",2090,4,2090-04-15,"Celsius",6.3233662924869,6.84709403661682,6.96926181965868,6.34072306267015,6.74050566237104,6.45850133451521,6.76501345373665
"Surface","yes","ssp245","temp",2090,5,2090-05-16,"Celsius",8.32635767340108,9.77241868417233,10.5747952460282,8.13864585453624,9.20821585149245,9.19149355857303,9.75570296804967
"Surface","yes","ssp245","temp",2090,6,2090-06-15,"Celsius",10.1578073665449,12.2418242594373,12.8166641625214,10.8836273224696,11.95855547676,11.8450420248216,11.9552507552979
"Surface","yes","ssp245","temp",2090,7,2090-07-16,"Celsius",13.8193681479452,14.8590459987676,16.4325031201488,13.3337355181444,13.9455717158353,14.4885538669679,15.2968548453701
"Surface","yes","ssp245","temp",2090,8,2090-08-16,"Celsius",13.4827822465758,15.0186796245401,16.351464120368,11.9248052525225,13.0980152327147,14.5425688186218,15.2178383617648
"Surface","yes","ssp245","temp",2090,9,2090-09-15,"Celsius",13.6847032063136,13.8751964796676,15.2147480526203,12.3697432537561,12.7265336840491,14.031804213073,14.4299245644646
"Surface","yes","ssp245","temp",2090,10,2090-10-16,"Celsius",11.465478147818,11.0568989227268,12.0335862512871,9.64236628445701,10.2581938512102,10.9662350391758,11.6048046284395
"Surface","yes","ssp245","temp",2090,11,2090-11-15,"Celsius",9.82385242069029,10.0676558397366,10.1117038417183,8.17605028610661,8.69814223701178,8.74526575930336,10.0236580682033
"Surface","yes","ssp245","temp",2090,12,2090-12-16,"Celsius",8.85893571326848,9.69799064759788,10.1752006041688,7.02296092154863,7.5888882258474,7.14432625545479,9.69354703133731
"Surface","yes","ssp245","temp",2091,1,2091-01-16,"Celsius",6.93340932595819,7.49093313977209,7.62426707729105,5.85660715656789,6.59330034527195,5.70962036181351,7.4050376320867
"Surface","yes","ssp245","temp",2091,2,2091-02-14,"Celsius",6.00170967112614,6.83733664383743,5.97690325600345,5.0187629735338,5.57013447203406,4.45787846420025,6.23001251823047
"Surface","yes","ssp245","temp",2091,3,2091-03-16,"Celsius",5.64124762321089,6.16531865468364,5.41418365894946,4.9227117090164,5.27430776757464,4.23453456670876,5.68896113673802
"Surface","yes","ssp245","temp",2091,4,2091-04-15,"Celsius",4.81035578280512,5.10752335264757,5.03166421746132,4.68059004923473,4.93594799800537,4.07811228280725,4.9954203438728
"Surface","yes","ssp245","temp",2091,5,2091-05-16,"Celsius",5.84901122709527,6.61024181513273,7.49210780880267,5.96278622134179,6.41054738258229,6.28628793544223,6.80884086993752
"Surface","yes","ssp245","temp",2091,6,2091-06-15,"Celsius",8.56578167261945,10.1618233432412,10.8816884743253,9.21555660659325,10.0360368238744,9.96657904192001,10.0685669859951
"Surface","yes","ssp245","temp",2091,7,2091-07-16,"Celsius",12.6228298843221,13.7352924173638,14.9313139354223,12.1043390576927,12.7555792964312,13.1780611706368,13.9836656776447
"Surface","yes","ssp245","temp",2091,8,2091-08-16,"Celsius",14.9633156124812,15.2408973495285,15.2069284237507,13.3989050712817,13.2943212717889,13.6014896017523,15.1528342960322
"Surface","yes","ssp245","temp",2091,9,2091-09-15,"Celsius",12.6489359286068,12.7299690206224,13.5242588098639,11.2503776742603,11.3563244520002,12.1893336101691,13.0672597127353
"Surface","yes","ssp245","temp",2091,10,2091-10-16,"Celsius",10.0214659024003,10.0577682664014,11.1358900275946,8.27938194295461,8.85104972490322,9.87851186598038,10.5348936795563
"Surface","yes","ssp245","temp",2091,11,2091-11-15,"Celsius",8.74275822802424,9.05206045498269,9.40687232866076,7.14293360380096,7.69526472661167,8.00087829477379,9.13117209540006
"Surface","yes","ssp245","temp",2091,12,2091-12-16,"Celsius",8.27982375198146,9.14483424337464,9.82239680189933,6.54455686200676,7.20863257940873,6.90744665330482,9.22402404852657
"Surface","yes","ssp245","temp",2092,1,2092-01-16,"Celsius",7.15660990697658,7.5210527715309,7.95637977034077,6.04971365500812,6.61995969196428,5.97988491543549,7.62205929662032
"Surface","yes","ssp245","temp",2092,2,2092-02-15,"Celsius",6.93213225163409,7.96994937740149,7.19705087273981,5.73790302694632,6.35499294109185,5.48775669490512,7.34915963146452
"Surface","yes","ssp245","temp",2092,3,2092-03-16,"Celsius",6.8928765507488,7.59999669966767,6.64877036808213,5.96304176469632,6.39291614066559,5.45309977043254,6.98536151558322
"Surface","yes","ssp245","temp",2092,4,2092-04-15,"Celsius",6.44336049432862,6.84288490798004,6.57774952659778,6.47238529146734,6.73613928886762,5.97751829915516,6.61852840773534
"Surface","yes","ssp245","temp",2092,5,2092-05-16,"Celsius",8.11537649099855,8.68636596273991,9.18305966405363,7.95334054980671,8.24735389463158,7.87988538518561,8.76095375408299
"Surface","yes","ssp245","temp",2092,6,2092-06-15,"Celsius",9.23684834316089,10.2815771239071,10.8708606676445,9.91867758372442,10.1467237352556,9.95606747107188,10.2738312665333
"Surface","yes","ssp245","temp",2092,7,2092-07-16,"Celsius",12.756932113248,13.5313429952646,14.8029830033308,12.2421238746036,12.5396082238971,13.0660321532882,13.902422849246
"Surface","yes","ssp245","temp",2092,8,2092-08-16,"Celsius",14.7324623057074,15.1272668676342,15.4212227840658,13.1690549203078,13.1939406661467,13.7776902824134,15.1565068358641
"Surface","yes","ssp245","temp",2092,9,2092-09-15,"Celsius",13.1799017076778,13.0901163081494,13.9948502312537,11.8241984830216,11.787223252382,12.7022329756071,13.5220155694711
"Surface","yes","ssp245","temp",2092,10,2092-10-16,"Celsius",11.5174142429185,10.5572083235844,11.1144415881869,9.69138808784224,9.5544453603571,9.85252315849018,11.0603169536868
"Surface","yes","ssp245","temp",2092,11,2092-11-15,"Celsius",9.73556920526535,9.71751007833114,9.74151011304957,8.09168496138114,8.35238120388088,8.35429633474818,9.73307483861437
"Surface","yes","ssp245","temp",2092,12,2092-12-16,"Celsius",8.77682467509527,9.53286535364972,9.48443545013338,6.95512903994156,7.47537634220248,6.68053257235273,9.31291198365421
"Surface","yes","ssp245","temp",2093,1,2093-01-16,"Celsius",7.44001223082887,7.50590196105479,6.89048059843672,6.29490490925682,6.60654947790898,5.11248427122839,7.21085214173606
"Surface","yes","ssp245","temp",2093,2,2093-02-14,"Celsius",7.02546320309737,7.62427492206763,6.14082837710394,5.81004016852741,6.11545340938273,4.59624116013258,6.79778720820426
"Surface","yes","ssp245","temp",2093,3,2093-03-16,"Celsius",6.53546905607884,7.00279815458854,5.79858615017945,5.6659714824028,5.92728463869981,4.61394858159531,6.33680021630528
"Surface","yes","ssp245","temp",2093,4,2093-04-15,"Celsius",6.0305807680936,6.27482813333738,6.14461745077944,6.01946758440943,6.14686101697972,5.44540427813641,6.15205803844447
"Surface","yes","ssp245","temp",2093,5,2093-05-16,"Celsius",7.38420883718022,7.83194546528508,8.50131260221424,7.31115415499982,7.49142360233079,7.23738904459284,8.01676770226606
"Surface","yes","ssp245","temp",2093,6,2093-06-15,"Celsius",9.65945604811548,10.684275586858,11.30689859232,10.3614716539635,10.518932853282,10.3793705159839,10.6967948293199
"Surface","yes","ssp245","temp",2093,7,2093-07-16,"Celsius",12.5688782228288,13.1179388309589,14.9475065521737,12.0489058269371,12.1018362516295,13.1921968346844,13.7998982240742
"Surface","yes","ssp245","temp",2093,8,2093-08-16,"Celsius",14.4618601593849,15.2933857522113,16.4206621262317,12.8996286553983,13.3406892670896,14.5994659563516,15.5843386195099
"Surface","yes","ssp245","temp",2093,9,2093-09-15,"Celsius",12.6951877202779,12.9282023513144,14.2233502792034,11.3003625161267,11.5935010387722,12.9512760398641,13.4517465478342
"Surface","yes","ssp245","temp",2093,10,2093-10-16,"Celsius",10.7232841338591,10.4127236315464,11.4018192153614,8.94181902622359,9.35095767388141,10.2007337182382,10.9405478243494
"Surface","yes","ssp245","temp",2093,11,2093-11-15,"Celsius",9.42709640426197,9.6287155031887,9.91267548476316,7.79690176957781,8.26469856590054,8.53506770308899,9.70406087400612
"Surface","yes","ssp245","temp",2093,12,2093-12-16,"Celsius",9.14487722054129,9.97918831229654,10.6307936823371,7.25917703693817,7.78219160071691,7.45022065456434,10.0547053689287
"Surface","yes","ssp245","temp",2094,1,2094-01-16,"Celsius",7.91797397946181,7.88844664405224,7.26770268973155,6.70842318616162,6.94514562712499,5.41945766385594,7.61599495772049
"Surface","yes","ssp245","temp",2094,2,2094-02-14,"Celsius",6.80282503781734,7.15512574425177,5.15352409377596,5.63795919647734,5.79035049066347,3.76289675611621,6.15934516444498
"Surface","yes","ssp245","temp",2094,3,2094-03-16,"Celsius",6.04866367442297,6.16448100270303,4.57162763330943,5.26134814823334,5.27365465622153,3.40291257739216,5.41516113530808
"Surface","yes","ssp245","temp",2094,4,2094-04-15,"Celsius",5.68834081934245,5.62353589420315,5.11413832332643,5.64394881979905,5.4712377653911,4.1794338670351,5.41058640122479
"Surface","yes","ssp245","temp",2094,5,2094-05-16,"Celsius",7.37074479549814,7.92137876363607,7.98941800314404,7.29932865322579,7.57054780354702,6.75496612694294,7.80781610236628
"Surface","yes","ssp245","temp",2094,6,2094-06-15,"Celsius",10.7496014630081,11.3912520835801,11.4038378119604,11.5036891756829,11.1723823260763,10.4734785385274,11.228811449932
"Surface","yes","ssp245","temp",2094,7,2094-07-16,"Celsius",12.389315233186,13.218798638238,14.2595123791435,11.864411849096,12.2086411669338,12.5915987568087,13.4712143842625
"Surface","yes","ssp245","temp",2094,8,2094-08-16,"Celsius",12.8995897393229,13.7971380153627,14.7314797586828,11.3441469647456,12.0189114174159,13.2105582758826,13.9837061508442
"Surface","yes","ssp245","temp",2094,9,2094-09-15,"Celsius",12.3563985120253,12.9482706633922,14.2882306663722,10.9342291321274,11.6175118029776,13.0219894185949,13.3980161739264
"Surface","yes","ssp245","temp",2094,10,2094-10-16,"Celsius",10.5538705242809,10.6360936168205,11.7717868018521,8.7819117277743,9.66554492108673,10.6490171202801,11.1271734491266
"Surface","yes","ssp245","temp",2094,11,2094-11-15,"Celsius",8.74741643188001,9.16127188107449,9.55383835964614,7.14738508281696,7.803108543894,8.15609222767899,9.23003058455989
"Surface","yes","ssp245","temp",2094,12,2094-12-16,"Celsius",8.3901267107658,9.22211584895109,9.89281390917035,6.6356780730842,7.26175818124924,6.95472612208495,9.3068592520548
"Surface","yes","ssp245","temp",2095,1,2095-01-16,"Celsius",7.4895639885187,7.7733721624103,7.91462957926267,6.33777561494846,6.84329144357789,5.94590971065864,7.76277047441217
"Surface","yes","ssp245","temp",2095,2,2095-02-14,"Celsius",6.85960175725292,7.41440780492789,6.28141515261344,5.68184292619636,5.97002330835822,4.71490488379702,6.75763630244025
"Surface","yes","ssp245","temp",2095,3,2095-03-16,"Celsius",6.46723977660322,6.9732484427823,6.00902765000439,5.60926060863329,5.90424493640252,4.82165913542613,6.40544193064709
"Surface","yes","ssp245","temp",2095,4,2095-04-15,"Celsius",5.85960551016502,6.31383078232975,6.56202612534813,5.8318669905262,6.18732072914798,5.95820169175029,6.30684651001785
"Surface","yes","ssp245","temp",2095,5,2095-05-16,"Celsius",7.95381726073977,8.71118612163403,9.58226855782012,7.81144267031786,8.26931300027532,8.25611033390051,8.90592957583093
"Surface","yes","ssp245","temp",2095,6,2095-06-15,"Celsius",11.0216660730932,12.7225837673254,13.3329226515664,11.7887492790725,12.4029154355802,12.3462227203702,12.55241100909
"Surface","yes","ssp245","temp",2095,7,2095-07-16,"Celsius",12.6340167223618,13.916636213781,15.8572138344677,12.1158330980488,12.9476122711096,13.9863437425991,14.456499915898
"Surface","yes","ssp245","temp",2095,8,2095-08-16,"Celsius",13.0459720370842,15.378844036083,16.3873249709691,11.4898931691667,13.41618269235,14.572054924909,15.2228016773892
"Surface","yes","ssp245","temp",2095,9,2095-09-15,"Celsius",11.7140498552219,12.8885649911882,13.9013733659288,10.2400355695995,11.546076855611,12.6003521874562,13.0379817724831
"Surface","yes","ssp245","temp",2095,10,2095-10-16,"Celsius",10.2157857436491,10.331952173292,11.2501028240164,8.46279790892428,9.23720169778728,10.0169015595813,10.7159451240873
"Surface","yes","ssp245","temp",2095,11,2095-11-15,"Celsius",9.03141591535711,9.26573304735281,9.10108656177794,7.41878105010342,7.90626158687093,7.67793148056041,9.13002135517918
"Surface","yes","ssp245","temp",2095,12,2095-12-16,"Celsius",7.97523376646656,8.6260349019457,8.20452553373854,6.29293524942205,6.85199496762145,5.82117519062069,8.26525705632088
"Surface","yes","ssp245","temp",2096,1,2096-01-16,"Celsius",7.16694974797408,7.3822411762884,7.08654383994022,6.05865937764175,6.49709542615522,5.2720353680565,7.19236141708504
"Surface","yes","ssp245","temp",2096,2,2096-02-15,"Celsius",5.62861485034103,6.02832025218313,5.19158332865863,4.73039139381476,5.00951622381927,3.7950210474276,5.54590971897444
"Surface","yes","ssp245","temp",2096,3,2096-03-16,"Celsius",5.06444583720055,5.43714172009798,4.88809567008344,4.44328508267851,4.70655333725694,3.71527373829799,5.09166451257293
"Surface","yes","ssp245","temp",2096,4,2096-04-15,"Celsius",4.68939437660454,5.06297634325808,5.20447247987977,4.54786656681332,4.88973679890942,4.29041172797535,5.02896040700392
"Surface","yes","ssp245","temp",2096,5,2096-05-16,"Celsius",6.78020725395251,7.13264324550202,7.87279433841867,6.78065804078436,6.87273089425335,6.64505692159866,7.37438569776763
"Surface","yes","ssp245","temp",2096,6,2096-06-15,"Celsius",8.11632348270746,9.63229867566746,10.9755418701626,8.74462950569053,9.54660384206822,10.05769136492,9.84139810093586
"Surface","yes","ssp245","temp",2096,7,2096-07-16,"Celsius",11.1165663073377,12.4452606430777,13.4806385792286,10.5567119016295,11.3895075369329,11.9116655168566,12.5644676330386
"Surface","yes","ssp245","temp",2096,8,2096-08-16,"Celsius",12.1819879208088,13.5112947314254,14.3131361966269,10.6296634313292,11.7663988742845,12.8665808596032,13.5249287338803
"Surface","yes","ssp245","temp",2096,9,2096-09-15,"Celsius",12.7415360753324,12.7586540405278,13.4682495234467,11.3504517151494,11.39064469012,12.1282888776129,13.0744625102929
"Surface","yes","ssp245","temp",2096,10,2096-10-16,"Celsius",10.1532995259869,10.0579024528756,10.6868220193007,8.40381798233188,8.85123870890425,9.33438383461498,10.3667763632944
"Surface","yes","ssp245","temp",2096,11,2096-11-15,"Celsius",8.13125084093898,8.32196044092013,8.39843794701805,6.55856409443104,6.97430744831176,6.93584942108016,8.30651186457395
"Surface","yes","ssp245","temp",2096,12,2096-12-16,"Celsius",7.32764823358042,7.78221018917897,7.81192233397911,5.75796521159931,6.27192555292379,5.557573468747,7.67651986067872
"Surface","yes","ssp245","temp",2097,1,2097-01-16,"Celsius",6.05881989798093,6.24904712287562,6.15599253248408,5.09993841834622,5.49408803942701,4.51477724755964,6.15720239581145
"Surface","yes","ssp245","temp",2097,2,2097-02-14,"Celsius",5.04831414923357,5.3670361533115,4.68370888212952,4.28186672778407,4.55127095597787,3.36634436172406,4.97508968550705
"Surface","yes","ssp245","temp",2097,3,2097-03-16,"Celsius",4.70172023516873,4.94685069622986,4.5884661553144,4.14179449113346,4.32427687706596,3.41953258216429,4.72085725626034
"Surface","yes","ssp245","temp",2097,4,2097-04-15,"Celsius",4.39863353850063,4.6161917195132,4.88638439106319,4.22883265180636,4.4262611698192,3.89963223731176,4.68114660720037
"Surface","yes","ssp245","temp",2097,5,2097-05-16,"Celsius",6.77708614431288,7.26385604843369,7.97093725141773,6.7779167623145,6.98881862010872,6.73754938102618,7.45547420063786
"Surface","yes","ssp245","temp",2097,6,2097-06-15,"Celsius",9.65213620369946,10.8577720355697,11.8985630487662,10.3538021683756,10.6792934359435,10.9537548798355,11.0116654171769
"Surface","yes","ssp245","temp",2097,7,2097-07-16,"Celsius",12.36822817559,13.804933441308,14.7876326833977,11.8427457187615,12.8293252599098,13.0526317888549,13.8720622012769
"Surface","yes","ssp245","temp",2097,8,2097-08-16,"Celsius",12.2695400291185,14.2299057105515,15.3325153731718,10.7168350884924,12.4012162586982,13.7047517965091,14.2139526117679
"Surface","yes","ssp245","temp",2097,9,2097-09-15,"Celsius",11.0015341264007,12.3909839395956,13.6194734186131,9.47001164737474,10.9507452075617,12.2931083714337,12.5814378482056
"Surface","yes","ssp245","temp",2097,10,2097-10-16,"Celsius",9.82701182932384,10.0646952548842,10.9759335949808,8.09583927731192,8.86080547716124,9.68469539013514,10.4137289943993
"Surface","yes","ssp245","temp",2097,11,2097-11-15,"Celsius",8.62749725733227,9.06144518415982,9.49518825921786,7.03278776040598,7.70453193476781,8.09415061646637,9.14352545875619
"Surface","yes","ssp245","temp",2097,12,2097-12-16,"Celsius",8.20090919727001,9.08714801316262,10.1800689938919,6.47936559355671,7.16897740305642,7.14759499069316,9.34825808046688
"Surface","yes","ssp245","temp",2098,1,2098-01-16,"Celsius",6.71831009129662,7.33400699389876,7.92024655492814,5.67050970183391,6.45440261367187,5.9504806573665,7.4372995645635
"Surface","yes","ssp245","temp",2098,2,2098-02-14,"Celsius",5.90243904443852,7.51666341962696,7.19902346762081,4.94203495201539,6.0408826434398,5.48942168404092,6.95033914311933
"Surface","yes","ssp245","temp",2098,3,2098-03-16,"Celsius",5.94063839125626,7.44578477697269,6.96210037434934,5.17155959638776,6.27267819002561,5.7623636237491,6.83309216890321
"Surface","yes","ssp245","temp",2098,4,2098-04-15,"Celsius",5.95958703650694,6.93956015367366,7.02459498092415,5.94157054615371,6.83642613387974,6.5264795623595,6.72117595993647
"Surface","yes","ssp245","temp",2098,5,2098-05-16,"Celsius",7.64586246295333,8.8409291847747,9.71412881775704,7.54096519456905,8.38410040523117,8.38037890683796,8.92194527323533
"Surface","yes","ssp245","temp",2098,6,2098-06-15,"Celsius",10.010026902776,11.5608686678658,12.3761938777453,10.7287879471177,11.3291567989089,11.4174360708722,11.5225436109137
"Surface","yes","ssp245","temp",2098,7,2098-07-16,"Celsius",13.0389724949247,14.0072106976523,15.3981978956612,12.5319093812433,13.0435256020941,13.5856367288358,14.3813753894184
"Surface","yes","ssp245","temp",2098,8,2098-08-16,"Celsius",13.3878991769578,14.8261476890817,16.0458882285086,11.8303344901958,12.9279334732731,14.2913131156715,14.9998665979629
"Surface","yes","ssp245","temp",2098,9,2098-09-15,"Celsius",11.8541249508661,12.5731913664535,13.7448005806372,10.3914163324248,11.1687475759617,12.4297029181096,12.9136208579914
"Surface","yes","ssp245","temp",2098,10,2098-10-16,"Celsius",10.4218217519391,10.3591673778042,11.1333376114319,8.65727261229058,9.27553073406806,9.87541914693528,10.7250247502256
"Surface","yes","ssp245","temp",2098,11,2098-11-15,"Celsius",9.11867344367356,9.13044447764259,8.56585547560903,7.50216620633868,7.77266717908476,7.11266261305143,8.87251897402088
"Surface","yes","ssp245","temp",2098,12,2098-12-16,"Celsius",8.02865171966043,8.49436923111866,7.35469629233995,6.33706378996121,6.761484192745,5.2505826649649,7.85792486822626
"Surface","yes","ssp245","temp",2099,1,2099-01-16,"Celsius",6.31936710573979,6.29370216868293,5.19802040372003,5.32535610650424,5.53361290338525,3.73520478561839,5.80586345393943
"Surface","yes","ssp245","temp",2099,2,2099-02-14,"Celsius",4.77851435071662,4.87165794494987,3.75447370332099,4.07333369604032,4.20799229532231,2.582013786691,4.34298403956121
"Surface","yes","ssp245","temp",2099,3,2099-03-16,"Celsius",3.5359266182713,3.16471028163707,3.2714631760552,3.17280910601303,2.93475454015067,2.11962064252154,3.31015978081534
"Surface","yes","ssp245","temp",2099,4,2099-04-15,"Celsius",3.39786780913097,3.43587830828341,4.05706262226586,3.13075420792908,3.20185354314644,2.88078887347322,3.70630605333602
"Surface","yes","ssp245","temp",2099,5,2099-05-16,"Celsius",4.64524142445738,5.06218616033672,6.3454647563379,4.90551216703098,5.04093819470146,5.20566140045278,5.53218055524152
"Surface","yes","ssp245","temp",2099,6,2099-06-15,"Celsius",6.9534828863623,7.89672376093845,9.33386200778671,7.52624442974819,7.94243380489878,8.46395823945465,8.29826953226081
"Surface","yes","ssp245","temp",2099,7,2099-07-16,"Celsius",11.18078683751,12.079717918051,13.3305152176383,10.6226959949782,11.0024181616922,11.7806123685164,12.4087638468079
"Surface","yes","ssp245","temp",2099,8,2099-08-16,"Celsius",13.6833239668503,14.5179142491627,15.0410414636725,12.124475533732,12.6556415770984,13.4650912605379,14.5353663342494
"Surface","yes","ssp245","temp",2099,9,2099-09-15,"Celsius",12.3883169370168,12.9247467956924,13.779680178189,10.9687237401887,11.5893666337003,12.4677183230616,13.1700901077032
"Surface","yes","ssp245","temp",2099,10,2099-10-16,"Celsius",10.460116078604,10.5824061486419,11.7547481481993,8.69341812821554,9.58993318299655,10.6283716748287,11.0795302239531
"Surface","yes","ssp245","temp",2099,11,2099-11-15,"Celsius",9.47671870350464,9.57363071577203,9.65264554789871,7.84432189773107,8.21030358213569,8.2604445884603,9.58390371623763
"Surface","yes","ssp245","temp",2099,12,2099-12-16,"Celsius",8.15425611660869,8.3009903219216,8.06421146128374,6.44082551034221,6.62854996010678,5.72696548696861,8.15566784587014
"Surface","yes","ssp585","temp",1980,1,1980-01-23,"Celsius",4.52257597877803,4.8757071345705,4.4158112455161,3.7708259105122,4.27852381314925,3.09866359521782,4.57559631010783
"Surface","yes","ssp585","temp",1980,2,1980-02-15,"Celsius",4.34834164071506,4.49528575042044,3.74055194242177,3.74084560715683,3.94718037290578,2.57026298024224,4.11611639342614
"Surface","yes","ssp585","temp",1980,3,1980-03-16,"Celsius",3.56372033517822,3.74636782634223,3.1725032141326,3.1959107125844,3.38826883351672,2.02194490596236,3.43948350195199
"Surface","yes","ssp585","temp",1980,4,1980-04-15,"Celsius",3.57477619467394,3.58166397242326,3.8068016937267,3.32486485641044,3.35308547640593,2.57333681341219,3.68148080280225
"Surface","yes","ssp585","temp",1980,5,1980-05-16,"Celsius",4.4467593715916,4.62868978534488,5.36430413152574,4.73118487930414,4.65741153255436,4.28098985251139,4.9130593309781
"Surface","yes","ssp585","temp",1980,6,1980-06-15,"Celsius",6.62009123277197,6.92076039009697,7.60780936147347,7.1769279228642,7.04036315177273,6.78831651309191,7.15209751644193
"Surface","yes","ssp585","temp",1980,7,1980-07-16,"Celsius",10.2498581681437,10.4879994709821,10.8231658640445,9.666203047075,9.31687702777976,9.59177231526619,10.5768887999479
"Surface","yes","ssp585","temp",1980,8,1980-08-16,"Celsius",11.4097826118573,10.9926905777716,11.129047024252,9.86081368286425,9.54147642300149,10.2485059899095,11.1635224584919
"Surface","yes","ssp585","temp",1980,9,1980-09-15,"Celsius",10.2855443281147,9.97805449739257,10.2342379010234,8.69623325842434,8.06379190245516,8.60352741030614,10.1742559399211
"Surface","yes","ssp585","temp",1980,10,1980-10-16,"Celsius",8.09427769585631,8.06665522673931,8.30640408638289,6.46033410801893,6.04682887467114,6.45007210511453,8.182109330408
"Surface","yes","ssp585","temp",1980,11,1980-11-15,"Celsius",5.91247580715328,6.05378459248225,5.91921311511402,4.43825532093329,4.73453501316807,4.31748765315352,5.95601750445729
"Surface","yes","ssp585","temp",1980,12,1980-12-16,"Celsius",4.85914324584136,4.85127095566088,4.04720467533235,3.71873465502575,4.25711349542098,3.02986595694973,4.49039823812335
"Surface","yes","ssp585","temp",1981,1,1981-01-16,"Celsius",3.58283032269322,3.62233408857969,2.76714231462964,2.9577859433089,3.1691441621806,1.75702028557851,3.22597140930413
"Surface","yes","ssp585","temp",1981,2,1981-02-14,"Celsius",3.10698706353873,3.063681846332,2.6762365421079,2.78138071922698,2.9551321509824,1.67191654547308,2.90014532350526
"Surface","yes","ssp585","temp",1981,3,1981-03-16,"Celsius",2.62630780152671,3.07947822008643,3.07705556844612,2.41675132127256,2.86829970170125,1.92773590553288,2.95964765212515
"Surface","yes","ssp585","temp",1981,4,1981-04-15,"Celsius",3.00243358673944,3.21314902467177,3.83004696618937,2.69686865126337,2.97080352630955,2.60189423524805,3.4363908778515
"Surface","yes","ssp585","temp",1981,5,1981-05-16,"Celsius",4.358922556814,5.00850685965581,5.94872722345456,4.65403758330606,4.99344657953645,4.83176552715689,5.26269851675482
